Year,Region,County,Local authority,Age,GeoCode,Value
2013,North West,,Cheshire East,3 to 4,E12000002,104.0
2014,North West,,Cheshire East,3 to 4,E12000002,102.0
2015,North West,,Cheshire East,3 to 4,E12000002,103.0
2016,North West,,Cheshire East,3 to 4,E12000002,102.0
2017,North West,,Cheshire East,3 to 4,E12000002,100.0
2018,North West,,Cheshire East,3 to 4,E12000002,99.0
2015,North West,,Cheshire West and Chester,2,E12000002,66.0
2016,North West,,Cheshire West and Chester,2,E12000002,79.0
2017,North West,,Cheshire West and Chester,2,E12000002,91.0
2018,North West,,Cheshire West and Chester,2,E12000002,89.0
2011,North West,,Cheshire West and Chester,3,E12000002,101.0
2012,North West,,Cheshire West and Chester,3,E12000002,103.0
2013,North West,,Cheshire West and Chester,3,E12000002,104.0
2014,North West,,Cheshire West and Chester,3,E12000002,105.0
2015,North West,,Cheshire West and Chester,3,E12000002,103.0
2016,North West,,Cheshire West and Chester,3,E12000002,100.0
2017,North West,,Cheshire West and Chester,3,E12000002,100.0
2018,North West,,Cheshire West and Chester,3,E12000002,102.0
2011,North West,,Cheshire West and Chester,4,E12000002,101.0
2012,North West,,Cheshire West and Chester,4,E12000002,106.0
2013,North West,,Cheshire West and Chester,4,E12000002,105.0
2014,North West,,Cheshire West and Chester,4,E12000002,107.0
2015,North West,,Cheshire West and Chester,4,E12000002,109.0
2016,North West,,Cheshire West and Chester,4,E12000002,104.0
2017,North West,,Cheshire West and Chester,4,E12000002,100.0
2018,North West,,Cheshire West and Chester,4,E12000002,102.0
2011,North West,,Cheshire West and Chester,3 to 4,E12000002,101.0
2012,North West,,Cheshire West and Chester,3 to 4,E12000002,104.0
2013,North West,,Cheshire West and Chester,3 to 4,E12000002,104.0
2014,North West,,Cheshire West and Chester,3 to 4,E12000002,106.0
2015,North West,,Cheshire West and Chester,3 to 4,E12000002,106.0
2016,North West,,Cheshire West and Chester,3 to 4,E12000002,102.0
2017,North West,,Cheshire West and Chester,3 to 4,E12000002,100.0
2018,North West,,Cheshire West and Chester,3 to 4,E12000002,102.0
2015,North West,Cumbria,,2,E10000006,78.0
2016,North West,Cumbria,,2,E10000006,82.0
2017,North West,Cumbria,,2,E10000006,94.0
2018,North West,Cumbria,,2,E10000006,103.0
2011,North West,Cumbria,,3,E10000006,100.0
2012,North West,Cumbria,,3,E10000006,103.0
2013,North West,Cumbria,,3,E10000006,103.0
2014,North West,Cumbria,,3,E10000006,101.0
2015,North West,Cumbria,,3,E10000006,100.0
2016,North West,Cumbria,,3,E10000006,101.0
2017,North West,Cumbria,,3,E10000006,100.0
2018,North West,Cumbria,,3,E10000006,99.0
2011,North West,Cumbria,,4,E10000006,100.0
2012,North West,Cumbria,,4,E10000006,101.0
2013,North West,Cumbria,,4,E10000006,102.0
2014,North West,Cumbria,,4,E10000006,103.0
2015,North West,Cumbria,,4,E10000006,101.0
2016,North West,Cumbria,,4,E10000006,100.0
2017,North West,Cumbria,,4,E10000006,100.0
2018,North West,Cumbria,,4,E10000006,99.0
2011,North West,Cumbria,,3 to 4,E10000006,100.0
2012,North West,Cumbria,,3 to 4,E10000006,102.0
2013,North West,Cumbria,,3 to 4,E10000006,102.0
2014,North West,Cumbria,,3 to 4,E10000006,102.0
2015,North West,Cumbria,,3 to 4,E10000006,101.0
2016,North West,Cumbria,,3 to 4,E10000006,100.0
2017,North West,Cumbria,,3 to 4,E10000006,100.0
2018,North West,Cumbria,,3 to 4,E10000006,99.0
2015,North West,,Halton,2,E12000002,59.0
2016,North West,,Halton,2,E12000002,74.0
2017,North West,,Halton,2,E12000002,95.0
2018,North West,,Halton,2,E12000002,130.0
2011,North West,,Halton,3,E12000002,89.0
2012,North West,,Halton,3,E12000002,90.0
2013,North West,,Halton,3,E12000002,87.0
2014,North West,,Halton,3,E12000002,87.0
2015,North West,,Halton,3,E12000002,90.0
2016,North West,,Halton,3,E12000002,91.0
2017,North West,,Halton,3,E12000002,92.0
2018,North West,,Halton,3,E12000002,90.0
2011,North West,,Halton,4,E12000002,91.0
2012,North West,,Halton,4,E12000002,92.0
2013,North West,,Halton,4,E12000002,93.0
2014,North West,,Halton,4,E12000002,88.0
2015,North West,,Halton,4,E12000002,90.0
2016,North West,,Halton,4,E12000002,94.0
2017,North West,,Halton,4,E12000002,94.0
2018,North West,,Halton,4,E12000002,95.0
2011,North West,,Halton,3 to 4,E12000002,90.0
2012,North West,,Halton,3 to 4,E12000002,91.0
2013,North West,,Halton,3 to 4,E12000002,90.0
2014,North West,,Halton,3 to 4,E12000002,87.0
2015,North West,,Halton,3 to 4,E12000002,90.0
2016,North West,,Halton,3 to 4,E12000002,93.0
2017,North West,,Halton,3 to 4,E12000002,93.0
2018,North West,,Halton,3 to 4,E12000002,93.0
2015,North West,,Knowsley,2,E12000002,68.0
2016,North West,,Knowsley,2,E12000002,64.0
2017,North West,,Knowsley,2,E12000002,68.0
2018,North West,,Knowsley,2,E12000002,73.0
2011,North West,,Knowsley,3,E12000002,99.0
2012,North West,,Knowsley,3,E12000002,100.0
2013,North West,,Knowsley,3,E12000002,98.0
2014,North West,,Knowsley,3,E12000002,93.0
2015,North West,,Knowsley,3,E12000002,96.0
2016,North West,,Knowsley,3,E12000002,101.0
2017,North West,,Knowsley,3,E12000002,97.0
2018,North West,,Knowsley,3,E12000002,94.0
2011,North West,,Knowsley,4,E12000002,99.0
2012,North West,,Knowsley,4,E12000002,100.0
2013,North West,,Knowsley,4,E12000002,102.0
2014,North West,,Knowsley,4,E12000002,101.0
2015,North West,,Knowsley,4,E12000002,95.0
2016,North West,,Knowsley,4,E12000002,99.0
2017,North West,,Knowsley,4,E12000002,100.0
2018,North West,,Knowsley,4,E12000002,98.0
2011,North West,,Knowsley,3 to 4,E12000002,99.0
2012,North West,,Knowsley,3 to 4,E12000002,100.0
2013,North West,,Knowsley,3 to 4,E12000002,100.0
2014,North West,,Knowsley,3 to 4,E12000002,97.0
2015,North West,,Knowsley,3 to 4,E12000002,95.0
2016,North West,,Knowsley,3 to 4,E12000002,100.0
2017,North West,,Knowsley,3 to 4,E12000002,99.0
2018,North West,,Knowsley,3 to 4,E12000002,96.0
2015,North West,Lancashire,,2,E10000017,53.0
2016,North West,Lancashire,,2,E10000017,67.0
2017,North West,Lancashire,,2,E10000017,74.0
2018,North West,Lancashire,,2,E10000017,75.0
2011,North West,Lancashire,,3,E10000017,93.0
2012,North West,Lancashire,,3,E10000017,95.0
2013,North West,Lancashire,,3,E10000017,96.0
2014,North West,Lancashire,,3,E10000017,94.0
2015,North West,Lancashire,,3,E10000017,96.0
2016,North West,Lancashire,,3,E10000017,96.0
2017,North West,Lancashire,,3,E10000017,97.0
2018,North West,Lancashire,,3,E10000017,97.0
2011,North West,Lancashire,,4,E10000017,98.0
2012,North West,Lancashire,,4,E10000017,98.0
2013,North West,Lancashire,,4,E10000017,99.0
2014,North West,Lancashire,,4,E10000017,100.0
2015,North West,Lancashire,,4,E10000017,99.0
2016,North West,Lancashire,,4,E10000017,100.0
2017,North West,Lancashire,,4,E10000017,99.0
2018,North West,Lancashire,,4,E10000017,101.0
2011,North West,Lancashire,,3 to 4,E10000017,96.0
2012,North West,Lancashire,,3 to 4,E10000017,97.0
2013,North West,Lancashire,,3 to 4,E10000017,97.0
2014,North West,Lancashire,,3 to 4,E10000017,97.0
2015,North West,Lancashire,,3 to 4,E10000017,98.0
2016,North West,Lancashire,,3 to 4,E10000017,98.0
2017,North West,Lancashire,,3 to 4,E10000017,98.0
2018,North West,Lancashire,,3 to 4,E10000017,99.0
2015,North West,,Liverpool,2,E12000002,54.0
2016,North West,,Liverpool,2,E12000002,63.0
2017,North West,,Liverpool,2,E12000002,63.0
2018,North West,,Liverpool,2,E12000002,77.0
2011,North West,,Liverpool,3,E12000002,91.0
2012,North West,,Liverpool,3,E12000002,96.0
2013,North West,,Liverpool,3,E12000002,94.0
2014,North West,,Liverpool,3,E12000002,98.0
2015,North West,,Liverpool,3,E12000002,92.0
2016,North West,,Liverpool,3,E12000002,92.0
2017,North West,,Liverpool,3,E12000002,91.0
2018,North West,,Liverpool,3,E12000002,92.0
2011,North West,,Liverpool,4,E12000002,102.0
2012,North West,,Liverpool,4,E12000002,97.0
2013,North West,,Liverpool,4,E12000002,99.0
2014,North West,,Liverpool,4,E12000002,98.0
2015,North West,,Liverpool,4,E12000002,101.0
2016,North West,,Liverpool,4,E12000002,96.0
2017,North West,,Liverpool,4,E12000002,96.0
2018,North West,,Liverpool,4,E12000002,95.0
2011,North West,,Liverpool,3 to 4,E12000002,97.0
2012,North West,,Liverpool,3 to 4,E12000002,97.0
2013,North West,,Liverpool,3 to 4,E12000002,97.0
2014,North West,,Liverpool,3 to 4,E12000002,98.0
2015,North West,,Liverpool,3 to 4,E12000002,96.0
2016,North West,,Liverpool,3 to 4,E12000002,94.0
2017,North West,,Liverpool,3 to 4,E12000002,93.0
2018,North West,,Liverpool,3 to 4,E12000002,93.0
2015,North West,,Manchester,2,E12000002,64.0
2016,North West,,Manchester,2,E12000002,69.0
2017,North West,,Manchester,2,E12000002,75.0
2018,North West,,Manchester,2,E12000002,77.0
2011,North West,,Manchester,3,E12000002,85.0
2012,North West,,Manchester,3,E12000002,84.0
2013,North West,,Manchester,3,E12000002,86.0
2014,North West,,Manchester,3,E12000002,84.0
2015,North West,,Manchester,3,E12000002,87.0
2016,North West,,Manchester,3,E12000002,88.0
2017,North West,,Manchester,3,E12000002,91.0
2018,North West,,Manchester,3,E12000002,88.0
2011,North West,,Manchester,4,E12000002,94.0
2012,North West,,Manchester,4,E12000002,94.0
2013,North West,,Manchester,4,E12000002,95.0
2014,North West,,Manchester,4,E12000002,97.0
2015,North West,,Manchester,4,E12000002,96.0
2016,North West,,Manchester,4,E12000002,96.0
2017,North West,,Manchester,4,E12000002,95.0
2018,North West,,Manchester,4,E12000002,99.0
2011,North West,,Manchester,3 to 4,E12000002,89.0
2012,North West,,Manchester,3 to 4,E12000002,89.0
2013,North West,,Manchester,3 to 4,E12000002,91.0
2014,North West,,Manchester,3 to 4,E12000002,90.0
2015,North West,,Manchester,3 to 4,E12000002,91.0
2016,North West,,Manchester,3 to 4,E12000002,92.0
2017,North West,,Manchester,3 to 4,E12000002,93.0
2018,North West,,Manchester,3 to 4,E12000002,93.0
2015,North West,,Oldham,2,E12000002,54.0
2016,North West,,Oldham,2,E12000002,62.0
2017,North West,,Oldham,2,E12000002,74.0
2018,North West,,Oldham,2,E12000002,84.0
2011,North West,,Oldham,3,E12000002,87.0
2012,North West,,Oldham,3,E12000002,89.0
2013,North West,,Oldham,3,E12000002,93.0
2014,North West,,Oldham,3,E12000002,92.0
2015,North West,,Oldham,3,E12000002,91.0
2016,North West,,Oldham,3,E12000002,90.0
2017,North West,,Oldham,3,E12000002,95.0
2018,North West,,Oldham,3,E12000002,94.0
2011,North West,,Oldham,4,E12000002,101.0
2012,North West,,Oldham,4,E12000002,101.0
2013,North West,,Oldham,4,E12000002,99.0
2014,North West,,Oldham,4,E12000002,103.0
2015,North West,,Oldham,4,E12000002,102.0
2016,North West,,Oldham,4,E12000002,101.0
2017,North West,,Oldham,4,E12000002,99.0
2018,North West,,Oldham,4,E12000002,101.0
2011,North West,,Oldham,3 to 4,E12000002,93.0
2012,North West,,Oldham,3 to 4,E12000002,95.0
2013,North West,,Oldham,3 to 4,E12000002,96.0
2014,North West,,Oldham,3 to 4,E12000002,97.0
2015,North West,,Oldham,3 to 4,E12000002,96.0
2016,North West,,Oldham,3 to 4,E12000002,96.0
2017,North West,,Oldham,3 to 4,E12000002,97.0
2018,North West,,Oldham,3 to 4,E12000002,98.0
2015,North West,,Rochdale,2,E12000002,68.0
2016,North West,,Rochdale,2,E12000002,78.0
2017,North West,,Rochdale,2,E12000002,85.0
2018,North West,,Rochdale,2,E12000002,87.0
2011,North West,,Rochdale,3,E12000002,92.0
2012,North West,,Rochdale,3,E12000002,92.0
2013,North West,,Rochdale,3,E12000002,92.0
2014,North West,,Rochdale,3,E12000002,91.0
2015,North West,,Rochdale,3,E12000002,88.0
2016,North West,,Rochdale,3,E12000002,87.0
2017,North West,,Rochdale,3,E12000002,98.0
2018,North West,,Rochdale,3,E12000002,92.0
2011,North West,,Rochdale,4,E12000002,94.0
2012,North West,,Rochdale,4,E12000002,99.0
2013,North West,,Rochdale,4,E12000002,99.0
2014,North West,,Rochdale,4,E12000002,99.0
2015,North West,,Rochdale,4,E12000002,97.0
2016,North West,,Rochdale,4,E12000002,96.0
2017,North West,,Rochdale,4,E12000002,96.0
2018,North West,,Rochdale,4,E12000002,103.0
2011,North West,,Rochdale,3 to 4,E12000002,93.0
2012,North West,,Rochdale,3 to 4,E12000002,96.0
2013,North West,,Rochdale,3 to 4,E12000002,95.0
2014,North West,,Rochdale,3 to 4,E12000002,95.0
2015,North West,,Rochdale,3 to 4,E12000002,92.0
2016,North West,,Rochdale,3 to 4,E12000002,91.0
2017,North West,,Rochdale,3 to 4,E12000002,97.0
2018,North West,,Rochdale,3 to 4,E12000002,97.0
2015,North West,,Salford,2,E12000002,61.0
2016,North West,,Salford,2,E12000002,73.0
2017,North West,,Salford,2,E12000002,72.0
2018,North West,,Salford,2,E12000002,73.0
2011,North West,,Salford,3,E12000002,87.0
2012,North West,,Salford,3,E12000002,93.0
2013,North West,,Salford,3,E12000002,92.0
2014,North West,,Salford,3,E12000002,96.0
2015,North West,,Salford,3,E12000002,93.0
2016,North West,,Salford,3,E12000002,95.0
2017,North West,,Salford,3,E12000002,94.0
2018,North West,,Salford,3,E12000002,94.0
2011,North West,,Salford,4,E12000002,101.0
2012,North West,,Salford,4,E12000002,98.0
2013,North West,,Salford,4,E12000002,106.0
2014,North West,,Salford,4,E12000002,103.0
2015,North West,,Salford,4,E12000002,108.0
2016,North West,,Salford,4,E12000002,102.0
2017,North West,,Salford,4,E12000002,102.0
2018,North West,,Salford,4,E12000002,101.0
2011,North West,,Salford,3 to 4,E12000002,94.0
2012,North West,,Salford,3 to 4,E12000002,95.0
2013,North West,,Salford,3 to 4,E12000002,99.0
2014,North West,,Salford,3 to 4,E12000002,99.0
2015,North West,,Salford,3 to 4,E12000002,100.0
2016,North West,,Salford,3 to 4,E12000002,98.0
2017,North West,,Salford,3 to 4,E12000002,98.0
2018,North West,,Salford,3 to 4,E12000002,97.0
2015,North West,,Sefton,2,E12000002,68.0
2016,North West,,Sefton,2,E12000002,87.0
2017,North West,,Sefton,2,E12000002,95.0
2018,North West,,Sefton,2,E12000002,98.0
2011,North West,,Sefton,3,E12000002,99.0
2012,North West,,Sefton,3,E12000002,99.0
2013,North West,,Sefton,3,E12000002,99.0
2014,North West,,Sefton,3,E12000002,98.0
2015,North West,,Sefton,3,E12000002,98.0
2016,North West,,Sefton,3,E12000002,96.0
2017,North West,,Sefton,3,E12000002,98.0
2018,North West,,Sefton,3,E12000002,96.0
2011,North West,,Sefton,4,E12000002,100.0
2012,North West,,Sefton,4,E12000002,101.0
2013,North West,,Sefton,4,E12000002,99.0
2014,North West,,Sefton,4,E12000002,100.0
2015,North West,,Sefton,4,E12000002,100.0
2016,North West,,Sefton,4,E12000002,100.0
2017,North West,,Sefton,4,E12000002,98.0
2018,North West,,Sefton,4,E12000002,99.0
2011,North West,,Sefton,3 to 4,E12000002,99.0
2012,North West,,Sefton,3 to 4,E12000002,100.0
2013,North West,,Sefton,3 to 4,E12000002,99.0
2014,North West,,Sefton,3 to 4,E12000002,99.0
2015,North West,,Sefton,3 to 4,E12000002,99.0
2016,North West,,Sefton,3 to 4,E12000002,98.0
2017,North West,,Sefton,3 to 4,E12000002,98.0
2018,North West,,Sefton,3 to 4,E12000002,97.0
2015,North West,,St. Helens,2,E12000002,61.0
2016,North West,,St. Helens,2,E12000002,71.0
2017,North West,,St. Helens,2,E12000002,81.0
2018,North West,,St. Helens,2,E12000002,94.0
2011,North West,,St. Helens,3,E12000002,91.0
2012,North West,,St. Helens,3,E12000002,96.0
2013,North West,,St. Helens,3,E12000002,88.0
2014,North West,,St. Helens,3,E12000002,95.0
2015,North West,,St. Helens,3,E12000002,92.0
2016,North West,,St. Helens,3,E12000002,93.0
2017,North West,,St. Helens,3,E12000002,94.0
2018,North West,,St. Helens,3,E12000002,95.0
2011,North West,,St. Helens,4,E12000002,104.0
2012,North West,,St. Helens,4,E12000002,100.0
2013,North West,,St. Helens,4,E12000002,103.0
2014,North West,,St. Helens,4,E12000002,97.0
2015,North West,,St. Helens,4,E12000002,101.0
2016,North West,,St. Helens,4,E12000002,98.0
2017,North West,,St. Helens,4,E12000002,97.0
2018,North West,,St. Helens,4,E12000002,101.0
2011,North West,,St. Helens,3 to 4,E12000002,97.0
2012,North West,,St. Helens,3 to 4,E12000002,98.0
2013,North West,,St. Helens,3 to 4,E12000002,96.0
2014,North West,,St. Helens,3 to 4,E12000002,96.0
2015,North West,,St. Helens,3 to 4,E12000002,97.0
2016,North West,,St. Helens,3 to 4,E12000002,95.0
2017,North West,,St. Helens,3 to 4,E12000002,96.0
2018,North West,,St. Helens,3 to 4,E12000002,98.0
2015,North West,,Stockport,2,E12000002,79.0
2016,North West,,Stockport,2,E12000002,88.0
2017,North West,,Stockport,2,E12000002,94.0
2018,North West,,Stockport,2,E12000002,99.0
2011,North West,,Stockport,3,E12000002,91.0
2012,North West,,Stockport,3,E12000002,94.0
2013,North West,,Stockport,3,E12000002,94.0
2014,North West,,Stockport,3,E12000002,96.0
2015,North West,,Stockport,3,E12000002,93.0
2016,North West,,Stockport,3,E12000002,97.0
2017,North West,,Stockport,3,E12000002,95.0
2018,North West,,Stockport,3,E12000002,94.0
2011,North West,,Stockport,4,E12000002,102.0
2012,North West,,Stockport,4,E12000002,99.0
2013,North West,,Stockport,4,E12000002,102.0
2014,North West,,Stockport,4,E12000002,102.0
2015,North West,,Stockport,4,E12000002,103.0
2016,North West,,Stockport,4,E12000002,98.0
2017,North West,,Stockport,4,E12000002,102.0
2018,North West,,Stockport,4,E12000002,98.0
2011,North West,,Stockport,3 to 4,E12000002,97.0
2012,North West,,Stockport,3 to 4,E12000002,97.0
2013,North West,,Stockport,3 to 4,E12000002,98.0
2014,North West,,Stockport,3 to 4,E12000002,99.0
2015,North West,,Stockport,3 to 4,E12000002,98.0
2016,North West,,Stockport,3 to 4,E12000002,97.0
2017,North West,,Stockport,3 to 4,E12000002,98.0
2018,North West,,Stockport,3 to 4,E12000002,96.0
2015,North West,,Tameside,2,E12000002,59.0
2016,North West,,Tameside,2,E12000002,73.0
2017,North West,,Tameside,2,E12000002,86.0
2018,North West,,Tameside,2,E12000002,85.0
2011,North West,,Tameside,3,E12000002,93.0
2012,North West,,Tameside,3,E12000002,89.0
2013,North West,,Tameside,3,E12000002,95.0
2014,North West,,Tameside,3,E12000002,93.0
2015,North West,,Tameside,3,E12000002,94.0
2016,North West,,Tameside,3,E12000002,96.0
2017,North West,,Tameside,3,E12000002,94.0
2018,North West,,Tameside,3,E12000002,97.0
2011,North West,,Tameside,4,E12000002,102.0
2012,North West,,Tameside,4,E12000002,103.0
2013,North West,,Tameside,4,E12000002,100.0
2014,North West,,Tameside,4,E12000002,106.0
2015,North West,,Tameside,4,E12000002,101.0
2016,North West,,Tameside,4,E12000002,101.0
2017,North West,,Tameside,4,E12000002,101.0
2018,North West,,Tameside,4,E12000002,99.0
2011,North West,,Tameside,3 to 4,E12000002,97.0
2012,North West,,Tameside,3 to 4,E12000002,96.0
2013,North West,,Tameside,3 to 4,E12000002,98.0
2014,North West,,Tameside,3 to 4,E12000002,100.0
2015,North West,,Tameside,3 to 4,E12000002,98.0
2016,North West,,Tameside,3 to 4,E12000002,98.0
2017,North West,,Tameside,3 to 4,E12000002,97.0
2018,North West,,Tameside,3 to 4,E12000002,98.0
2015,North West,,Trafford,2,E12000002,83.0
2016,North West,,Trafford,2,E12000002,96.0
2017,North West,,Trafford,2,E12000002,98.0
2018,North West,,Trafford,2,E12000002,109.0
2011,North West,,Trafford,3,E12000002,97.0
2012,North West,,Trafford,3,E12000002,93.0
2013,North West,,Trafford,3,E12000002,96.0
2014,North West,,Trafford,3,E12000002,96.0
2015,North West,,Trafford,3,E12000002,98.0
2016,North West,,Trafford,3,E12000002,101.0
2017,North West,,Trafford,3,E12000002,102.0
2018,North West,,Trafford,3,E12000002,95.0
2011,North West,,Trafford,4,E12000002,98.0
2012,North West,,Trafford,4,E12000002,100.0
2013,North West,,Trafford,4,E12000002,96.0
2014,North West,,Trafford,4,E12000002,97.0
2015,North West,,Trafford,4,E12000002,99.0
2016,North West,,Trafford,4,E12000002,98.0
2017,North West,,Trafford,4,E12000002,99.0
2018,North West,,Trafford,4,E12000002,100.0
2011,North West,,Trafford,3 to 4,E12000002,97.0
2012,North West,,Trafford,3 to 4,E12000002,96.0
